product_key,product_name,mrp_inr,discount_percent,discounted_price_inr,available_quantity,weight_in_gms,quantity,outOfStock,band_key,status_key,discount_band_key
655,Amul Unsalted Cooking Butter,245.0,2,238.0,6,500,500,False,2,1,2
656,The Whole Truth Dark Chocolate Peanut Butter - Creamy,235.0,25,174.0,6,325,325,False,2,1,3
657,The Laughing Cow Cheese Slices,155.0,0,155.0,2,200,200,False,1,1,1
658,Epigamia Almond Milk Unsweetened Dairy Free,300.0,33,199.0,4,1000,1,False,3,1,3
659,Go Cheese  Spread Plain,99.0,5,94.0,6,200,200,False,1,1,2
660,So Good Almond Milk - Natural Unsweetened,70.0,0,70.0,4,200,200,False,1,1,1
661,Amul Cheese Sauce Jalapeno,75.0,0,75.0,5,200,200,False,1,1,1
662,D'lecta Cream Cheese,169.0,4,161.0,4,150,150,False,1,1,2
663,Dlecta Natural Cheddar Slices,199.0,5,189.0,6,200,200,False,1,1,2
664,Suguna Heart- Omega3,72.0,13,62.0,4,348,6,False,2,1,2
665,Go Cheese Spread - Garlic,99.0,5,94.0,6,200,200,False,1,1,2
666,Go Pizza Cheese,140.0,5,133.0,6,200,200,False,1,1,2
667,RRO Cheddar Block Cheese,295.0,50,147.0,6,200,200,False,1,1,4
668,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,215.0,9,194.0,6,325,325,False,2,1,2
669,Suguna Fit Egg,120.0,43,68.0,4,348,6,False,2,1,4
670,RRO Fresh Ricotta,275.0,50,137.0,6,200,200,False,1,1,4
671,Dlecta Cheese Cubes 2,145.0,5,137.0,6,200,200,False,1,1,2
672,RRO Mozzarella Pizza Cheese,275.0,50,137.0,6,200,200,False,1,1,4
673,The Laughing Cow Cheese Cubes,150.0,0,150.0,4,200,200,False,1,1,1
674,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229.0,10,206.0,6,400,400,False,2,1,2
675,RRO Burrata Cheese,250.0,50,125.0,4,200,200,False,1,1,4
676,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,235.0,20,188.0,5,325,325,False,2,1,3
677,Go Cheese Processed Squares,125.0,5,118.0,6,200,200,False,1,1,2
678,Funfoods Peanut Butter Crunchy,169.0,7,156.0,1,400,400,False,2,1,2
679,Amul Safed Makkhan,235.0,1,232.0,6,500,500,False,2,1,2
680,Go Cheese Spread - Four Pepper (Soft & Creamy),99.0,5,94.0,6,200,200,False,1,1,2
681,Laughing Cow Cheese 8 Portion 120Gm Imported,110.0,0,110.0,6,120,120,False,1,1,1
682,The Whole Truth Peanut Butter - Sweetened & Crunchy,215.0,20,172.0,6,325,325,False,2,1,3
683,Go Processed Cheese Block,125.0,4,119.0,6,200,200,False,1,1,2
684,Go Cheese Processed Block,249.0,4,237.0,6,400,400,False,2,1,2
685,RRO Goat Milk Fetta Cheee,345.0,31,237.0,6,100,100,False,1,1,3
686,RRO Mascarpone Cheese,355.0,50,177.0,6,200,200,False,1,1,4
687,D'lecta Cheddar Cheese,199.0,5,189.0,6,200,200,False,1,1,2
688,Funfoods Peanut Butter Creamy,169.0,0,169.0,1,400,400,False,2,1,1
689,Dlecta Cheese Block,145.0,0,145.0,6,200,200,False,1,1,1
690,President Butter - Salted,54.0,0,54.0,6,100,100,False,1,1,1
691,The Laughing Cow Plain Processed Cheese Block,150.0,0,150.0,6,200,200,False,1,1,1
692,Yoga Bar Peanut Butter Dark Chocolate Jar,249.0,0,249.0,4,400,400,False,2,1,1
693,The Laughing Cow Cheese Spread Plain,110.0,0,110.0,6,180,180,False,1,1,1
694,Amul Malai Paneer Fresh ,76.0,3,73.0,0,200,200,True,1,2,2
695,Amul Taaza Toned Homogenised Milk,66.0,3,64.0,0,1000,1,True,3,2,2
696,Amul Lactose Free Milk,25.0,4,24.0,0,250,250,True,1,2,2
697,The Bake Shop Whole Wheat Bread,40.0,0,40.0,0,400,400,True,2,2,1
698,Amul Slim Trim Skimmed Milk,75.0,0,75.0,0,1000,1,True,3,2,1
699,Amul Cheese Slices,71.0,1,70.0,0,100,100,True,1,2,2
700,Amul Pizza Cheese - Mozzarella,100.0,1,99.0,0,200,200,True,1,2,2
701,The Bake Shop Pizza Base Whole Wheat,30.0,0,30.0,0,150,150,True,1,2,1
702,Nestle A+ Slim Dahi - Low Fat,78.0,3,75.0,0,400,400,True,2,2,2
703,Britannia Cheese Garlic Bread,35.0,0,35.0,0,300,300,True,2,2,1
704,The Bake Shop Whole Wheat Ladi Pav,40.0,0,40.0,0,200,200,True,1,2,1
705,Amul Cheese Spread Yummy Plain,85.0,0,85.0,0,200,200,True,1,2,1
706,Britannia Atta Kulcha,30.0,0,30.0,0,250,250,True,1,2,1
707,Suguna Nourish Egg,62.0,0,62.0,0,696,12,True,3,2,1
708,The Bake Shop Multi Grain Bread,65.0,0,65.0,0,400,400,True,2,2,1
709,Nestle A+ Slim Milk,89.0,0,89.0,0,1000,1,True,3,2,1
710,Go Cheese Pizza Blend Mozzarella + Cheddar,125.0,5,118.0,0,200,200,True,1,2,2
711,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185.0,20,148.0,0,325,325,True,2,2,3
712,Amul Cheese Spread Spicy Garlic,85.0,3,82.0,0,200,200,True,1,2,2
713,The Bake Shop Burger Buns,20.0,0,20.0,0,100,100,True,1,2,1
714,D'lecta Shredded Mozzarella Cheese,100.0,5,95.0,0,140,140,True,1,2,2
715,Britannia Burger Bun with Sesame Seed,30.0,0,30.0,0,200,200,True,1,2,1
716,Suguna Vitamin D Egg,75.0,17,62.0,0,348,6,True,2,2,3
717,Pillsbury Pancake Mix - Funfetti,99.0,11,88.0,0,162,162,True,1,2,2
718,Prabhat Malai Paneer Pouch,80.0,0,80.0,0,200,200,True,1,2,1
719,Suguna Nourish Egg ,72.0,16,60.0,0,348,6,True,2,2,3
720,RRO Mozzarella Block Cheese,295.0,50,147.0,0,200,200,True,1,2,4
721,iD Malabar Parota ,80.0,10,72.0,4,400,400,False,2,1,2
722,iD Wheat Lachha Paratha,80.0,12,70.0,6,400,400,False,2,1,2
723,McCain Aloo Tikki,110.0,4,105.0,6,400,400,False,2,1,2
724,McCain Smiles Cripsy Happy Potatoes,120.0,5,114.0,6,415,415,False,2,1,2
725,McCain Veggie Burger Patty,115.0,3,111.0,6,360,360,False,2,1,2
726,McCain Veggie Fingers,117.0,5,111.0,6,400,400,False,2,1,2
727,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,35.0,2,34.0,2,85,85,False,1,1,2
728,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125.0,5,118.0,1,420,420,False,2,1,2
729,Veeba Eggless Mayonnaise,79.0,11,70.0,5,250,250,False,1,1,2
730,Veeba Pasta And Pizza Sauce,75.0,13,65.0,5,280,280,False,2,1,2
731,Unibic Almond & Oats Protein Bar,40.0,17,33.0,4,30,30,False,1,1,3
732,McCain French Fries,120.0,5,114.0,1,420,420,False,2,1,2
733,Ching's Secret Manchow Instant Soup,10.0,0,10.0,1,15,15,False,1,1,1
734,McCain Potato Cheese Shotz,130.0,4,124.0,6,250,250,False,1,1,2
735,McCain Masala - Fries,120.0,5,114.0,3,375,375,False,2,1,2
736,Ching's Secret Schezwan Fried Rice Masala,15.0,0,15.0,6,20,20,False,1,1,1
737,McCain Chilli Cheesy Nuggets,130.0,4,124.0,1,250,250,False,1,1,2
738,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",430.0,10,387.0,6,1200,1,False,4,1,2
739,Chings Instant Soup - Hot & Sour,10.0,0,10.0,1,15,15,False,1,1,1
740,Amul Spray Infant Milk Food,197.0,2,193.0,6,500,500,False,2,1,2
741,McCain Smiles - Pudina Chatka,120.0,5,114.0,3,375,375,False,2,1,2
742,McCain French Fries Crisp & Delicious,175.0,4,167.0,3,750,750,False,3,1,2
743,Ferrero Nutella Hazelnut Spread,220.0,5,207.0,2,180,180,False,1,1,2
744,Lijjat Garlic Papad,60.0,5,57.0,5,200,200,False,1,1,2
745,Switz Samosa Dough Sheets,90.0,4,86.0,6,50,50,False,1,1,2
746,Maggi Imli Sauce Pichkoo,22.0,0,22.0,6,90,90,False,1,1,1
747,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,385.0,9,347.0,5,1100,1100,False,4,1,2
748,Chings Instant Soup - Sweet Corn Veg,10.0,0,10.0,2,15,15,False,1,1,1
749,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,35.0,5,33.0,2,85,85,False,1,1,2
750,McCain Crazy Fries Masala MixHot 'n' Tangy,120.0,5,114.0,6,400,400,False,2,1,2
751,The Whole Truth Double Cocoa Protein Bar No Sugar,100.0,10,90.0,6,52,52,False,1,1,2
752,Amul Happy Treats French Fries,68.0,4,65.0,1,425,425,False,2,1,2
753,Ferrero Nutella Hazeulnut Spread,380.0,6,357.0,5,350,350,False,2,1,2
754,Veeba Chipolte Southwest Dressing,161.0,7,149.0,4,300,300,False,2,1,2
755,Ching's Secret Manchow Noodles Instant Soup,15.0,0,15.0,6,20,20,False,1,1,1
756,Yoga Bar Breakfast Protein Bar - Blueberry Pie,50.0,12,44.0,1,50,50,False,1,1,2
757,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,55.0,25,41.0,6,27,27,False,1,1,3
758,Switz Spring Roll Dough Sheets,90.0,4,86.0,6,1160,20,False,4,1,2
759,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,40.0,17,33.0,6,30,30,False,1,1,3
760,Ching's Secret Tomato Instant Soup,10.0,0,10.0,1,16,15,False,1,1,1
761,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,445.0,9,401.0,6,750,750,False,3,1,2
762,Ching's Secret Chilli Vinegar,50.0,0,50.0,4,170,170,False,1,1,1
763,Ching's Red Chilli Sauce,55.0,0,55.0,6,200,200,False,1,1,1
764,The Whole Truth Cranberry Mini Protein Bar No Sugar,55.0,20,44.0,6,27,27,False,1,1,3
765,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,55.0,20,44.0,6,27,27,False,1,1,3
766,Maggi Hot & Sweet Tomato Chilli Sauce,115.0,0,115.0,1,500,500,False,2,1,1
767,Sunfeast YiPPee! Noodles - Magic Masala,96.0,5,91.0,4,540,540,False,3,1,2
768,Veeba Cheese and Chilli Sandwich Spread,89.0,11,79.0,6,275,275,False,2,1,2
769,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,55.0,25,41.0,6,27,27,False,1,1,3
770,Gits Pav Bhaji Ready to Eat,110.0,22,85.0,6,300,300,False,2,1,3
771,Lijjat Udad Mini Papad,60.0,6,56.0,6,200,200,False,1,1,2
772,McCain Herb & Garlic Crazy Fries Masala Mix ,120.0,5,114.0,5,400,400,False,2,1,2
773,Yoga Bar Multigrain Energy Bar Nuts And Seeds,40.0,12,35.0,4,38,38,False,1,1,2
774,"Ching's Secret Sauce, Green Chilli",55.0,0,55.0,5,190,190,False,1,1,1
775,Veeba Pizza Topping,75.0,6,70.0,4,280,280,False,2,1,2
776,Switz Paratha Puff,110.0,4,105.0,6,400,400,False,2,1,2
777,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",325.0,6,305.0,6,500,500,False,2,1,2
778,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,55.0,20,44.0,5,27,27,False,1,1,3
779,Sunfeast Yippee Tricolor Pasta Seasoning,28.0,17,23.0,1,65,65,False,1,1,3
780,Wingreens Cheesy Chipotle Sauce,99.0,49,50.0,1,130,130,False,1,1,4
781,Maggi Rich Tomato Ketchup,105.0,4,100.0,2,500,500,False,2,1,2
782,Kellogg's Real Almond & Honey Corn Flakes,175.0,9,158.0,6,300,300,False,2,1,2
783,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,60.0,20,48.0,6,40,40,False,1,1,3
784,Prasuma Vegetable Momos,270.0,0,270.0,5,24,24,False,1,1,1
785,MTR Upma,50.0,10,45.0,6,160,160,False,1,1,2
786,The Whole Truth Cranberry Protein Bar No Sugar,100.0,26,74.0,6,52,52,False,1,1,3
787,Veeba English Mustard,74.0,6,69.0,2,300,300,False,2,1,2
788,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325.0,4,309.0,6,400,400,False,2,1,2
789,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,55.0,25,41.0,6,27,27,False,1,1,3
790,ITC Master Chef Crispy Chicken Fries ,170.0,4,162.0,3,280,280,False,2,1,2
791,Kelloggs Corn Flakes,99.0,13,86.0,6,250,250,False,1,1,2
792,Smith & Jones White Pasta Sauce Mix,40.0,0,40.0,3,46,46,False,1,1,1
793,Mothers Recipe Tamrind Date Chutney ,55.0,9,50.0,2,200,200,False,1,1,2
794,Veeba Mint Mayonnaise,169.0,8,155.0,4,300,300,False,2,1,2
795,Mccain Emotibites - Crispy Happy Potato Snack,130.0,0,129.0,6,415,415,False,2,1,1
796,The Whole Truth Energy Bar Choco Cranberry Fudge,60.0,26,44.0,6,40,40,False,1,1,3
797,Godrej Yummiez Chicken Lucknowi Seekh Kebab,260.0,10,234.0,4,400,400,False,2,1,2
798,Prasuma Vegetable Momos,150.0,0,150.0,5,580,10,False,3,1,1
799,Mother's Recipe Mixed Pickle,85.0,9,77.0,2,300,300,False,2,1,2
800,The Whole Truth Peanut Cocoa Protein Bar No Sugar,100.0,26,74.0,6,52,52,False,1,1,3
801,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,325.0,4,309.0,6,400,400,False,2,1,2
802,Veeba Sweet Onion Sauce,141.0,14,121.0,4,350,350,False,2,1,2
803,Yogabar No Added Sugar Protein Bar Brownie,125.0,15,106.0,4,60,60,False,1,1,2
804,Bambino Popular Vermicelli ,40.0,2,39.0,3,400,400,False,2,1,2
805,Ching's Secret Mix Veg Instant Soup,10.0,0,10.0,3,15,15,False,1,1,1
806,Mother's Recipe Pickle - Red Stuffed Chilli,145.0,11,129.0,3,400,400,False,2,1,2
807,Kellogg's No Added Sugar Muesli,335.0,11,298.0,6,500,500,False,2,1,2
808,Veeba Salsa Dip,119.0,6,111.0,6,360,360,False,2,1,2
809,Veeba Thousand Island Dressing,149.0,8,137.0,6,300,300,False,2,1,2
810,Baggry's Crunchy Muesli Almond Raisins & Honey,130.0,0,130.0,5,200,200,False,1,1,1
811,Knorr Chinese Hot And Sour Veg Soup,55.0,3,53.0,1,43,43,False,1,1,2
812,Kissan Pineapple Jam,165.0,9,149.0,1,500,500,False,2,1,2
813,Smith & Jones Masala Noodles,89.0,0,89.0,5,480,480,False,2,1,1
814,Nestle Nestle Nan Pro Follow-Up Formula,650.0,0,650.0,6,400,400,False,2,1,1
815,McCain Super Wedges,120.0,7,111.0,6,400,400,False,2,1,2
816,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",330.0,10,294.0,1,450,450,False,2,1,2
817,Kellogg's Chocos,130.0,10,117.0,6,250,250,False,1,1,2
818,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,32.0,0,32.0,3,150,150,False,1,1,1
819,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,60.0,20,48.0,6,40,40,False,1,1,3
820,ITC Master Chef Classic Aloo Tikki,80.0,10,72.0,3,320,320,False,2,1,2
821,Smith & Jones Pink Pasta Sauce Mix,40.0,0,40.0,4,46,46,False,1,1,1
822,Wingreens Farms Chipotle Dip,200.0,25,150.0,1,180,180,False,1,1,3
823,Kellogg's Real Almond & Honey Corn Flakes,550.0,5,520.0,3,1000,1,False,3,1,2
824,Kellogg's Crunchy Granola Chocolate & Almonds,330.0,10,294.0,3,450,450,False,2,1,2
825,Cornitos Cornitos Taco Shells - 6 Inches,160.0,20,128.0,4,180,180,False,1,1,3
826,Ching's Secret Singapore Curry Instant Noodles,15.0,0,15.0,3,60,60,False,1,1,1
827,Mother's Recipe Pickle - Mango,125.0,9,113.0,6,400,500,False,2,1,2
828,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,175.0,20,140.0,6,180,180,False,1,1,3
829,Maggi Hot & Sweet - Tomato Chilli Sauce,170.0,10,153.0,1,1000,1,False,3,1,2
830,Ching's Secret Asian Hot Instant Soup,15.0,0,15.0,3,15,15,False,1,1,1
831,Kellogg’s Chocos Protein And Fibre Of 1 Roti,499.0,11,444.0,6,1200,1,False,4,1,2
832,Mother's Recipe Pickle - Mango,149.0,26,109.0,4,500,500,False,2,1,3
833,Chings Secret Manchurian Instant Noodle,60.0,0,60.0,6,240,240,False,1,1,1
834,Kellogg's Original Corn Flakes,310.0,6,290.0,6,875,875,False,3,1,2
835,Kellogg's Almonds And Cranberries Granola,330.0,6,310.0,6,460,460,False,2,1,2
836,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,292.0,0,292.0,6,300,300,False,2,1,1
837,MTR 3 Minute Breakfast - Magic Masala Upma,25.0,0,25.0,6,60,60,False,1,1,1
838,Smith & Jones Masala Noodles,68.0,10,61.0,5,360,360,False,2,1,2
839,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",55.0,0,55.0,6,53,53,False,1,1,1
840,Kellogg's Corn Flakes,425.0,9,383.0,1,1000,1,False,3,1,2
841,Kelloggs Chocos,170.0,5,160.0,4,385,385,False,2,1,2
842,Pedigree Puppy Dry Dog Food Food Chicken & Milk,290.0,20,232.0,6,1200,1200,False,4,1,3
843,Ching's Secret Lemon Coriander Instant Soup,15.0,0,15.0,5,15,15,False,1,1,1
844,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,261.0,0,261.0,6,300,300,False,2,1,1
845,Kelloggs Chocos - Moons & Stars,660.0,40,396.0,4,1200,1,False,4,1,4
846,ITC Master Chef Chicken Galouti Kebab,170.0,4,162.0,2,210,210,False,1,1,2
847,Kitchens Of India Palak Paneer,130.0,30,91.0,6,285,285,False,2,1,3
848,Kelloggs Chocos Fills Double Chocolat,99.0,11,88.0,6,175,175,False,1,1,2
849,Soulfull Ragi Bites Choco Fills,169.0,5,160.0,4,250,250,False,1,1,2
850,Figaro Sliced Black Olive ,179.0,0,179.0,6,450,450,False,2,1,1
851,Veeba Barbeque Sauce,149.0,8,137.0,6,330,330,False,2,1,2
852,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,60.0,20,48.0,6,40,40,False,1,1,3
853,"The Whole Truth - Nuts, Fruits & Seeds Muesli",325.0,20,260.0,6,350,350,False,2,1,3
854,Pantai Green Curry Paste,150.0,14,128.0,5,114,114,False,1,1,2
855,Kelloggs Special K,210.0,8,192.0,5,435,435,False,2,1,2
856,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,280.0,50,140.0,5,175,175,False,1,1,4
857,Mother's Recipe Madras Appalam,50.0,10,45.0,6,100,100,False,1,1,2
858,Top Ramen Masala Oat Masala,80.0,10,72.0,6,280,280,False,2,1,2
859,Kitchens Of India Chicken Chettinad,200.0,30,140.0,1,285,285,False,2,1,3
860,Nestle Cerelac Wheat - Stage 1,190.0,0,190.0,6,300,300,False,2,1,1
861,Sumeru Aloo Paratha,119.0,5,113.0,6,400,400,False,2,1,2
862,ITC Master Chef Veggie Pizza Pocket,170.0,4,162.0,4,340,340,False,2,1,2
863,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,60.0,15,51.0,1,70,70,False,1,1,2
864,Ching's Secret Manchow Soup,55.0,0,55.0,3,55,55,False,1,1,1
865,Veeba Carrot & Cucumber Sandwich Spread,85.0,10,76.0,6,250,250,False,1,1,2
866,Kellogg's Real Almond & Honey Corn Flakes,370.0,12,324.0,3,650,650,False,3,1,2
867,Kitchens Of India Mughlai Paneer,160.0,30,112.0,4,285,285,False,2,1,3
868,Ching's Secret Just Soak - Veg Hakka Noodles,30.0,0,30.0,5,150,150,False,1,1,1
869,Ching's Secret Chowmein Hakka Noodles Masala,60.0,10,54.0,2,100,100,False,1,1,2
870,Mother's Recipe Bhel Puri Chutney,55.0,9,50.0,4,200,200,False,1,1,2
871,Kelloggs Chocos Moon & Stars,330.0,10,294.0,6,680,680,False,3,1,2
872,Mother's Recipe Lime Pickle ,120.0,5,114.0,1,400,400,False,2,1,2
873,Kitchens of India Dal Makhani,110.0,30,77.0,2,285,285,False,2,1,3
874,Pantai Light Soy Sauce,275.0,14,234.0,5,200,200,False,1,1,2
875,Ching's Secret Sweet Corn Soup,55.0,0,55.0,6,55,55,False,1,1,1
876,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,225.0,15,191.0,5,190,190,False,1,1,2
877,Dabur Hommade - Rajasthan Ki Garlic Chutne,65.0,6,61.0,6,200,200,False,1,1,2
878,MTR Seviyan Vermicelli ,42.0,0,42.0,2,400,400,False,2,1,1
879,Pantai Oyster Sauce,275.0,14,234.0,4,200,200,False,1,1,2
880,MTR Ready To Eat Paneer Butter Masala,135.0,9,122.0,2,300,300,False,2,1,2
881,Nestle Lactogen Stage 2 Follow-up Formula Powder,340.0,0,340.0,2,400,400,False,2,1,1
882,Kellogg's Crunchy Bites Chocos,190.0,10,171.0,6,375,375,False,2,1,2
883,Veeba Hot Sweet Tomato Chilli Sauce,104.0,20,83.0,3,500,500,False,2,1,3
884,Pantai Red Curry Paste,60.0,0,60.0,4,50,50,False,1,1,1
885,ITC Master Chef Chicken Seekh Kabab,325.0,0,325.0,6,500,500,False,2,1,1
886,Del Monte Pizza & Pasta Sauce Spout Pack,99.0,0,99.0,3,400,400,False,2,1,1
887,Pantai Sriracha Red Chilli Sauce,225.0,15,191.0,6,200,200,False,1,1,2
888,Hershey's Cocoa Spread,295.0,0,295.0,3,350,350,False,2,1,1
889,Maggi Ghee Tadka Upma Express Pouch,25.0,0,25.0,6,65,65,False,1,1,1
890,Ching's Secret Manchurian Noodles,91.0,0,91.0,5,360,360,False,2,1,1
891,Kellogg's All Bran Wheat Flakes,220.0,6,205.0,5,425,425,False,2,1,2
892,Yummiez Chicken Breakfast Sausages,150.0,0,150.0,3,250,250,False,1,1,1
893,Pantai Red Curry Paste,150.0,14,128.0,3,114,114,False,1,1,2
894,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,330.0,10,297.0,6,400,400,False,2,1,2
895,Prasuma Momos -  Cheesy Spicy Veg,295.0,0,295.0,6,24,24,False,1,1,1
896,Veeba Sriracha Chilli Garlic Sauce,149.0,8,137.0,5,320,320,False,2,1,2
897,Ching's Secret Just Soak - Veg Hakka Noodles,115.0,0,115.0,6,600,600,False,3,1,1
898,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,280.0,50,140.0,5,175,175,False,1,1,4
899,Figaro Plain Green Olive ,179.0,0,179.0,6,450,450,False,2,1,1
900,Mother's Recipe Gujrati Gorkeri Pickle,140.0,10,126.0,3,500,500,False,2,1,2
901,Kellogg's Muesli 20% Nuts Delight,320.0,0,320.0,6,500,500,False,2,1,1
902,Kellogg's Chocos,299.0,10,269.0,4,700,700,False,3,1,2
903,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,620.0,0,620.0,1,400,400,False,2,1,1
904,Veeba Truly Tomato Ketchup,99.0,20,79.0,6,500,500,False,2,1,3
905,Ching's Secret Green Chilli Sauce,85.0,4,81.0,1,680,680,False,3,1,2
906,MTR Roasted Vermicelli ,55.0,0,55.0,1,400,400,False,2,1,1
907,Mother's Recipe Punjabi Teekha Mang Pickle,120.0,10,108.0,4,400,400,False,2,1,2
908,Ching's Secret Hot Garlic Instant Noodles,114.0,0,114.0,6,480,480,False,2,1,1
909,Kellogg's Real Honey Corn Flakes,290.0,7,267.0,5,630,630,False,3,1,2
910,ITC Master Chef Lebanese Falafel Kebab,130.0,4,124.0,4,230,230,False,1,1,2
911,Kelloggs Chocos Fills Double Chocolaty,185.0,10,165.0,5,250,250,False,1,1,2
912,Organic India Apple Cider Vinegar,595.0,9,536.0,2,500,500,False,2,1,2
913,Ching's Secret  Noodles - Pad Thai Lemongras,200.0,0,200.0,5,130,130,False,1,1,1
914,Bagrrys Fruit and Nut Muesli with Cranberries,499.0,0,499.0,5,750,750,False,3,1,1
915,Kitchens Of India Yellow Dal Tadka,110.0,30,77.0,6,285,285,False,2,1,3
916,Soulfull Vanilla Fills - Ragi Bites,169.0,5,160.0,6,250,250,False,1,1,2
917,Pantai Teriyaki Sauce with Garlic,325.0,15,276.0,6,200,200,False,1,1,2
918,Whiskas Adult Pocket Tuna Cat Food,410.0,0,410.0,1,1200,1,False,4,1,1
919,Kitchens Of India Chicken Darbari ,200.0,30,140.0,4,285,285,False,2,1,3
920,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299.0,10,269.0,6,400,400,False,2,1,2
921,Smith & Jones Red Pasta Sauce Mix,40.0,0,40.0,6,46,46,False,1,1,1
922,Kellogg's Muesli Nuts Delight,425.0,9,383.0,3,750,750,False,3,1,2
923,Remia Mayonnaise,230.0,0,230.0,6,241,241,False,1,1,1
924,Ching's Secret Green Chilli Sauce,105.0,0,105.0,6,425,425,False,2,1,1
925,Bagrrys Fruit N Fibre Muesli - Strawberry,595.0,0,595.0,1,1000,1,False,3,1,1
926,Ching's Secret Tomato Oats Instant Soup,15.0,0,15.0,3,20,20,False,1,1,1
927,Kellogg's Special K Original Corn Flakes,140.0,5,133.0,1,290,290,False,2,1,2
928,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,280.0,50,140.0,5,175,175,False,1,1,4
929,Tong Garden Wasabi Green Peas,175.0,4,167.0,6,150,150,False,1,1,2
930,Ching's Secret Red Chilli Sauce,105.0,0,105.0,4,440,440,False,2,1,1
931,Ching's Instant Hot and Sour Soup,55.0,0,55.0,5,55,55,False,1,1,1
932,Ching's Secret Noodles - Pad Thai Original,200.0,0,200.0,6,130,130,False,1,1,1
933,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,55.0,30,38.0,5,80,80,False,1,1,3
934,Del Monte Black Sliced Olives,250.0,0,250.0,1,450,450,False,2,1,1
935,Kitchens Of India Murgh Methi,220.0,30,154.0,5,285,285,False,2,1,3
936,Nestle Cerelac 5 Grains & Fruits Cereal,288.0,0,288.0,6,300,300,False,2,1,1
937,The Whole Truth - 5 Grain Muesli No Added Sugar,325.0,20,260.0,6,350,350,False,2,1,3
938,Ching's Secret  Pad Thai Noodles Green Curry,200.0,0,200.0,6,130,130,False,1,1,1
939,Aashirvaad Suji Halwa With Jaggery,75.0,0,75.0,6,70,70,False,1,1,1
940,Mother's Recipe Mango Pickle ,120.0,0,120.0,1,400,400,False,2,1,1
941,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,200.0,0,200.0,6,130,130,False,1,1,1
942,Kellogg's Special K Original Corn Flakes,399.0,11,355.0,6,900,900,False,3,1,2
943,Knorr Sweet Corn Chicken Soup,55.0,0,55.0,2,42,42,False,1,1,1
944,Ching's Secret Tomato Soup,55.0,0,55.0,6,55,55,False,1,1,1
945,Kelloggs Muesli - With 22% Fruit Magic,320.0,10,288.0,5,500,500,False,2,1,2
946,Dabur Hommade - Kalonji Tamatar Ki Chutney,65.0,6,61.0,6,200,200,False,1,1,2
947,Kitchens Of India Dal Makhani,110.0,30,77.0,1,285,285,False,2,1,3
948,Aashirvaad Suji Halwa With Jaggery,55.0,30,38.0,6,80,80,False,1,1,3
949,Del Monte Green Chili Sauce,55.0,0,55.0,3,190,190,False,1,1,1
950,Pedigree Dog Food Adult Chicken & Veg,660.0,10,594.0,1,3000,3,False,4,1,2
951,Kellogg's Original Corn Flakes,185.0,5,175.0,6,475,475,False,2,1,2
952,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690.0,6,648.0,2,3000,3,False,4,1,2
953,Kitchens Of India Rajma Masala,110.0,30,77.0,5,285,285,False,2,1,3
